recording,timelocking_event,timelocking_time,epoch_idx,epoch_type,rejected,evar_FA,evar_n_hits,evar_max_hits,evar_HR,evar_trial_idx,cond_,set_Easy,set_Hard,set_Medium,trial_mean
"cS5_b1_b2_b3_b4_b5_b6","Trial:1 Rep4_3_nScene3_freqdistance6_freq(1600,3154)_AM(13,23)_gap([14.4615,19.0769,25.9231;6.4348,22.2609;12,17]).wav",6640.052,1,"trial",1,1,2,3,0.66667,1,1,0,1,0,820.76154
"cS5_b1_b2_b3_b4_b5_b6","Trial:2 Rep4_1_nScene1_freqdistance0_freq(1600)_AM(13)_gap([8.0769,15.6154,18.6923]).wav",6675.269,2,"trial",0,0,3,3,1,2,1,1,0,0,-41.619129
"cS5_b1_b2_b3_b4_b5_b6","Trial:3 Rep4_2_nScene2_freqdistance6_freq(1600,3154)_AM(13,23)_gap([6.1538,22.0769;8.7391,13.2609,19.5652]).wav",6710.42,3,"trial",0,0,2,2,1,3,1,0,0,1,335.25989
"cS5_b1_b2_b3_b4_b5_b6","Trial:4 Rep2_2_nScene2_freqdistance6_freq(1796,3540)_AM(7,3)_gap([7.8571,20.2857,22.2857;12,14,25]).wav",6745.67,4,"trial",0,0,3,3,1,4,1,0,0,1,-525.59241
"cS5_b1_b2_b3_b4_b5_b6","Trial:5 Rep1_2_nScene2_freqdistance6_freq(1115,497)_AM(3,7)_gap([6.3333,21.3333,26.3333;16.7143,19.1429]).wav",6781.093,5,"trial",0,0,3,3,1,5,1,0,0,1,294.19183
"cS5_b1_b2_b3_b4_b5_b6","Trial:6 Rep1_3_nScene3_freqdistance6_freq(1115,2263)_AM(3,7)_gap([13.3333,26;11.1429,17.5714,24;6.4348,20.3478]).wav",6816.887,6,"trial",0,0,2,2,1,6,1,0,1,0,-149.01993
"cS5_b1_b2_b3_b4_b5_b6","Trial:7 Rep3_2_nScene2_freqdistance6_freq(1425,2851)_AM(23,7)_gap([14.6522,22.0435;6.1429,24.8571]).wav",6852.408,7,"trial",0,0,2,2,1,7,1,0,0,1,184.36624
"cS5_b1_b2_b3_b4_b5_b6","Trial:8 Rep1_1_nScene1_freqdistance0_freq(1115)_AM(3)_gap([16,18.3333,23.6667]).wav",6887.671,8,"trial",0,0,3,3,1,8,1,1,0,0,83.11866
"cS5_b1_b2_b3_b4_b5_b6","Trial:9 Rep2_3_nScene3_freqdistance6_freq(1796,3540)_AM(7,3)_gap([6.4286,18.7143;9.6667,23.6667;12.1304,14.6087,26.0435]).wav",6922.888,9,"trial",1,3,1,2,0.5,9,1,0,1,0,-140.10905
"cS5_b1_b2_b3_b4_b5_b6","Trial:10 Rep3_1_nScene1_freqdistance0_freq(1425)_AM(23)_gap([17.8696,27]).wav",6958.305,10,"trial",0,0,2,2,1,10,1,1,0,0,-382.27402
"cS5_b1_b2_b3_b4_b5_b6","Trial:11 Rep3_3_nScene3_freqdistance6_freq(1425,2851)_AM(23,7)_gap([20.6957,25.087;8.2857,14.5714,17.7143;11,23]).wav",6994.774,11,"trial",1,2,2,2,1,11,1,0,1,0,-576.00476
"cS5_b1_b2_b3_b4_b5_b6","Trial:12 Rep2_1_nScene1_freqdistance0_freq(1796)_AM(7)_gap([12.5714,20,24.8571]).wav",7029.908,12,"trial",0,0,3,3,1,12,1,1,0,0,-699.29944
"cS5_b1_b2_b3_b4_b5_b6","Trial:1 Rep1_1_nScene1_freqdistance0_freq(1425)_AM(3)_gap([9.3333,19.3333,26.6667]).wav",7074.544,13,"trial",0,0,3,3,1,13,1,1,0,0,-165.23128
"cS5_b1_b2_b3_b4_b5_b6","Trial:2 Rep4_1_nScene1_freqdistance0_freq(1115)_AM(7)_gap([17.4286,26]).wav",7111.208,14,"trial",0,0,2,2,1,14,1,1,0,0,-37.145744
"cS5_b1_b2_b3_b4_b5_b6","Trial:3 Rep4_3_nScene3_freqdistance6_freq(1115,497)_AM(7,3)_gap([15.5714,17.5714,22.8571;11,13.3333;6.5217,20.1304,25.5652]).wav",7146.342,15,"trial",0,0,3,3,1,15,1,0,1,0,153.96922
"cS5_b1_b2_b3_b4_b5_b6","Trial:4 Rep1_3_nScene3_freqdistance6_freq(1425,2851)_AM(3,7)_gap([14.6667,16.6667;19.1429,21.7143,26.2857;8.0769,12.3077]).wav",7181.928,16,"trial",0,1,2,2,1,16,1,0,1,0,-338.95261
"cS5_b1_b2_b3_b4_b5_b6","Trial:5 Rep3_1_nScene1_freqdistance0_freq(1270)_AM(13)_gap([15.3077,21.3077,24.9231]).wav",7217.161,17,"trial",0,0,3,3,1,17,1,1,0,0,-655.30365
"cS5_b1_b2_b3_b4_b5_b6","Trial:6 Rep4_2_nScene2_freqdistance6_freq(1115,497)_AM(7,3)_gap([11.8571,20.5714;17,26.3333]).wav",7252.293,18,"trial",0,0,2,2,1,18,1,0,0,1,380.69965
"cS5_b1_b2_b3_b4_b5_b6","Trial:7 Rep3_2_nScene2_freqdistance6_freq(1270,582)_AM(13,7)_gap([7.2308,13.4615;11.4286,22.1429,26.7143]).wav",7287.465,19,"trial",0,1,2,2,1,19,1,0,0,1,-715.94037
"cS5_b1_b2_b3_b4_b5_b6","Trial:8 Rep2_2_nScene2_freqdistance6_freq(1600,766)_AM(23,7)_gap([6.4348,11.3478,26.3043;13.8571,18.7143,23.2857]).wav",7323.413,20,"trial",1,0,2,3,0.66667,20,1,0,0,1,194.7561
"cS5_b1_b2_b3_b4_b5_b6","Trial:9 Rep2_3_nScene3_freqdistance6_freq(1600,3154)_AM(23,7)_gap([12.9565,20.8696,26.1739;7.4286,18.5714;9.6667,15.3333]).wav",7361.145,21,"trial",0,0,3,3,1,21,1,0,1,0,-347.8757
"cS5_b1_b2_b3_b4_b5_b6","Trial:10 Rep3_3_nScene3_freqdistance6_freq(1270,2540)_AM(13,7)_gap([12.1538,20.3077;8,15.2857,26.8571;10,18,23.6667]).wav",7396.494,22,"trial",0,0,2,2,1,22,1,0,1,0,475.82645
"cS5_b1_b2_b3_b4_b5_b6","Trial:11 Rep2_1_nScene1_freqdistance0_freq(1600)_AM(23)_gap([10.6522,23.7391]).wav",7431.812,23,"trial",0,0,2,2,1,23,1,1,0,0,NaN
"cS5_b1_b2_b3_b4_b5_b6","Trial:12 Rep1_2_nScene2_freqdistance6_freq(1425,2851)_AM(3,7)_gap([8.6667,11.3333,26;17.2857,20.2857]).wav",7467.078,24,"trial",0,0,3,3,1,24,1,0,0,1,-622.71942
"cS5_b1_b2_b3_b4_b5_b6","Trial:1 Rep4_2_nScene2_freqdistance6_freq(2016,993)_AM(23,13)_gap([7.3043,19.6957,25.3478;13,16.7692]).wav",7510.548,25,"trial",0,0,3,3,1,25,1,0,0,1,163.56274
"cS5_b1_b2_b3_b4_b5_b6","Trial:2 Rep1_2_nScene2_freqdistance6_freq(1270,582)_AM(3,13)_gap([15.6667,22.6667,27;8.1538,12.5385,19.1538]).wav",7546.532,26,"trial",0,0,3,3,1,26,1,0,0,1,453.02747
"cS5_b1_b2_b3_b4_b5_b6","Trial:3 Rep1_1_nScene1_freqdistance0_freq(1270)_AM(3)_gap([13.3333,26]).wav",7581.814,27,"trial",0,0,2,2,1,27,1,1,0,0,-123.10303
"cS5_b1_b2_b3_b4_b5_b6","Trial:4 Rep4_3_nScene3_freqdistance6_freq(2016,3917)_AM(23,13)_gap([6.3478,17.913,22.8696;8.8462,26.7692;10.8571,14.7143,20.2857]).wav",7617.098,28,"trial",0,0,3,3,1,28,1,0,1,0,-713.46381
"cS5_b1_b2_b3_b4_b5_b6","Trial:5 Rep2_2_nScene2_freqdistance6_freq(1425,663)_AM(13,7)_gap([6,20.0769;10.5714,16.2857,25.5714]).wav",7652.248,29,"trial",0,0,2,2,1,29,1,0,0,1,911.11682
"cS5_b1_b2_b3_b4_b5_b6","Trial:6 Rep1_3_nScene3_freqdistance6_freq(1270,582)_AM(3,13)_gap([9,26.6667;14.6923,24.3077;12.5217,19.6087]).wav",7687.466,30,"trial",0,0,2,2,1,30,1,0,1,0,-329.78748
"cS5_b1_b2_b3_b4_b5_b6","Trial:7 Rep2_3_nScene3_freqdistance6_freq(1425,2851)_AM(13,7)_gap([13.2308,21.6154;9,16.7143,18.7143;6.6087,25.6087]).wav",7722.75,31,"trial",0,1,2,2,1,31,1,0,1,0,631.76184
"cS5_b1_b2_b3_b4_b5_b6","Trial:8 Rep3_2_nScene2_freqdistance6_freq(1115,497)_AM(3,23)_gap([6,15.3333,18;10.0435,24.5652]).wav",7757.966,32,"trial",0,0,3,3,1,32,1,0,0,1,-215.78896
"cS5_b1_b2_b3_b4_b5_b6","Trial:9 Rep4_1_nScene1_freqdistance0_freq(2016)_AM(23)_gap([15.3913,24.2174,26.6957]).wav",7793.32,33,"trial",0,0,3,3,1,33,1,1,0,0,909.17181
"cS5_b1_b2_b3_b4_b5_b6","Trial:10 Rep3_3_nScene3_freqdistance6_freq(1115,2263)_AM(3,23)_gap([8.6667,14,16.3333;6.5217,18.5217,21.8261;11,24.1429,26.5714]).wav",7829.083,34,"trial",0,0,3,3,1,34,1,0,1,0,497.73734
"cS5_b1_b2_b3_b4_b5_b6","Trial:11 Rep2_1_nScene1_freqdistance0_freq(1425)_AM(13)_gap([10.5385,21.1538,24.5385]).wav",7864.434,35,"trial",0,0,3,3,1,35,1,1,0,0,254.84494
"cS5_b1_b2_b3_b4_b5_b6","Trial:12 Rep3_1_nScene1_freqdistance0_freq(1115)_AM(3)_gap([15,17.6667]).wav",7899.617,36,"trial",0,0,2,2,1,36,1,1,0,0,-271.13205
"cS5_b1_b2_b3_b4_b5_b6","Trial:1 Rep4_2_nScene2_freqdistance6_freq(1425,663)_AM(3,13)_gap([6.3333,12.3333,19.6667;8.4615,25.9231]).wav",7945.171,37,"trial",0,1,3,3,1,37,1,0,0,1,192.2314
"cS5_b1_b2_b3_b4_b5_b6","Trial:2 Rep3_1_nScene1_freqdistance0_freq(1270)_AM(7)_gap([9,26.8571]).wav",7980.454,38,"trial",0,0,2,2,1,38,1,1,0,0,304.17792
"cS5_b1_b2_b3_b4_b5_b6","Trial:3 Rep3_3_nScene3_freqdistance6_freq(1270,2540)_AM(7,23)_gap([9,21.2857,24.5714;13.3043,15.7391,26.6522;6.5385,11.1538,19]).wav",8015.688,39,"trial",0,0,3,3,1,39,1,0,1,0,34.38937
"cS5_b1_b2_b3_b4_b5_b6","Trial:4 Rep4_1_nScene1_freqdistance0_freq(1425)_AM(3)_gap([13.3333,19.3333,24.6667]).wav",8050.908,40,"trial",0,0,3,3,1,40,1,1,0,0,-446.26315
"cS5_b1_b2_b3_b4_b5_b6","Trial:5 Rep3_2_nScene2_freqdistance6_freq(1270,2540)_AM(7,23)_gap([14,26.8571;11.2609,17.7391,22.3913]).wav",8086.26,41,"trial",0,0,2,2,1,41,1,0,0,1,6.7608533
"cS5_b1_b2_b3_b4_b5_b6","Trial:6 Rep2_3_nScene3_freqdistance6_freq(1270,2540)_AM(3,23)_gap([22.3333,25.6667;9.0435,11.2609,13.5217;6.2857,15.7143,18.8571]).wav",8122.023,42,"trial",0,0,2,2,1,42,1,0,1,0,111.69109
"cS5_b1_b2_b3_b4_b5_b6","Trial:7 Rep1_3_nScene3_freqdistance6_freq(1115,2263)_AM(23,3)_gap([12.913,15.2174;6.6667,23.3333;8.7143,18.7143,21.1429]).wav",8157.439,43,"trial",0,1,2,2,1,43,1,0,1,0,445.44556
"cS5_b1_b2_b3_b4_b5_b6","Trial:8 Rep2_2_nScene2_freqdistance6_freq(1270,582)_AM(3,23)_gap([8.3333,13.6667;6,17.3478,25.8696]).wav",8192.628,44,"trial",0,0,2,2,1,44,1,0,0,1,83.960999
"cS5_b1_b2_b3_b4_b5_b6","Trial:9 Rep1_2_nScene2_freqdistance6_freq(1115,497)_AM(23,3)_gap([6,15.8696,25.6957;8.6667,12.3333,18.3333]).wav",8228.094,45,"trial",0,0,3,3,1,45,1,0,0,1,8.3622046
"cS5_b1_b2_b3_b4_b5_b6","Trial:10 Rep1_1_nScene1_freqdistance0_freq(1115)_AM(23)_gap([8.7391,11.8696,24.7826]).wav",8263.626,46,"trial",0,0,3,3,1,46,1,1,0,0,-590.32275
"cS5_b1_b2_b3_b4_b5_b6","Trial:11 Rep2_1_nScene1_freqdistance0_freq(1270)_AM(3)_gap([8.3333,13.3333,26.3333]).wav",8299.174,47,"trial",0,0,3,3,1,47,1,1,0,0,-683.09198
"cS5_b1_b2_b3_b4_b5_b6","Trial:12 Rep4_3_nScene3_freqdistance6_freq(1425,2851)_AM(3,13)_gap([14.3333,26.3333;6.3077,8.3077,11.5385;18.1429,20.2857,24.2857]).wav",8334.694,48,"trial",0,0,2,2,1,48,1,0,1,0,-556.16876
"cS5_b1_b2_b3_b4_b5_b6","Trial:1 Rep1_1_nScene1_freqdistance0_freq(1796)_AM(7)_gap([21.7143,24.4286]).wav",8374.445,49,"trial",0,0,2,2,1,49,1,1,0,0,-324.92282
"cS5_b1_b2_b3_b4_b5_b6","Trial:2 Rep1_3_nScene3_freqdistance6_freq(1796,872)_AM(7,13)_gap([11.1429,17.8571,23.8571;14.6154,26.4615;9.0435,20.8261]).wav",8409.995,50,"trial",0,0,3,3,1,50,1,0,1,0,-369.3273
"cS5_b1_b2_b3_b4_b5_b6","Trial:3 Rep2_2_nScene2_freqdistance6_freq(1796,3540)_AM(7,13)_gap([7.4286,11.8571,17.4286;15.1538,23.5385]).wav",8446.166,51,"trial",0,0,3,3,1,51,1,0,0,1,19.121838
"cS5_b1_b2_b3_b4_b5_b6","Trial:4 Rep1_2_nScene2_freqdistance6_freq(1796,3540)_AM(7,13)_gap([7,23.7143;10.8462,16.5385,18.8462]).wav",8482.094,52,"trial",0,0,2,2,1,52,1,0,0,1,629.08411
"cS5_b1_b2_b3_b4_b5_b6","Trial:5 Rep4_2_nScene2_freqdistance6_freq(2016,3917)_AM(13,23)_gap([6.9231,13.3077,19.8462;11,15.3478,26.9565]).wav",8517.681,53,"trial",0,0,3,3,1,53,1,0,0,1,278.41373
"cS5_b1_b2_b3_b4_b5_b6","Trial:6 Rep4_1_nScene1_freqdistance0_freq(2016)_AM(13)_gap([9.3077,13.9231,15.9231]).wav",8552.915,54,"trial",0,0,3,3,1,54,1,1,0,0,-444.10794
"cS5_b1_b2_b3_b4_b5_b6","Trial:7 Rep3_3_nScene3_freqdistance6_freq(1270,2540)_AM(13,3)_gap([12.6923,22.1538,26.1538;10.6667,16.3333;6.3478,18.4783]).wav",8588.395,55,"trial",0,0,3,3,1,55,1,0,1,0,-49.088711
"cS5_b1_b2_b3_b4_b5_b6","Trial:8 Rep3_2_nScene2_freqdistance6_freq(1270,2540)_AM(13,3)_gap([6.3077,13.7692,18.6923;8.3333,24.3333]).wav",8623.829,56,"trial",0,0,3,3,1,56,1,0,0,1,-522.72687
"cS5_b1_b2_b3_b4_b5_b6","Trial:9 Rep3_1_nScene1_freqdistance0_freq(1270)_AM(13)_gap([9,25.4615]).wav",8660.046,57,"trial",0,0,2,2,1,57,1,1,0,0,515.64191
"cS5_b1_b2_b3_b4_b5_b6","Trial:10 Rep2_1_nScene1_freqdistance0_freq(1796)_AM(7)_gap([20,25.7143]).wav",8695.617,58,"trial",0,0,2,2,1,58,1,1,0,0,510.39127
"cS5_b1_b2_b3_b4_b5_b6","Trial:11 Rep2_3_nScene3_freqdistance6_freq(1796,3540)_AM(7,13)_gap([8.1429,27;10.4615,19.2308;13.3333,16.6667,24.6667]).wav",8732.813,59,"trial",1,1,1,2,0.5,59,1,0,1,0,-496.56329
"cS5_b1_b2_b3_b4_b5_b6","Trial:12 Rep4_3_nScene3_freqdistance6_freq(2016,3917)_AM(13,23)_gap([6.3846,14.3077;9.1304,20.3913,23.3043;11.3333,25.6667]).wav",8768.147,60,"trial",1,2,0,2,0,60,1,0,1,0,382.45367
"cS5_b1_b2_b3_b4_b5_b6","Trial:1 Rep1_3_nScene3_freqdistance6_freq(1425,2851)_AM(23,3)_gap([6.087,14.4783;19.3333,24.6667;10.7692,17.1538,22]).wav",8809.436,61,"trial",0,0,2,2,1,61,1,0,1,0,-226.05046
"cS5_b1_b2_b3_b4_b5_b6","Trial:2 Rep4_1_nScene1_freqdistance0_freq(1115)_AM(3)_gap([10,22,24.3333]).wav",8845.284,62,"trial",0,0,3,3,1,62,1,1,0,0,204.21455
"cS5_b1_b2_b3_b4_b5_b6","Trial:3 Rep3_2_nScene2_freqdistance6_freq(1600,3154)_AM(23,3)_gap([13.6522,16.4783,24;6,8.6667,27]).wav",8880.819,63,"trial",0,0,3,3,1,63,1,0,0,1,-7.6509986
"cS5_b1_b2_b3_b4_b5_b6","Trial:4 Rep1_2_nScene2_freqdistance6_freq(1425,663)_AM(23,3)_gap([7.4783,12.6087,24.1739;10,17]).wav",8916.618,64,"trial",0,0,3,3,1,64,1,0,0,1,-32.120102
"cS5_b1_b2_b3_b4_b5_b6","Trial:5 Rep2_3_nScene3_freqdistance6_freq(1796,872)_AM(23,7)_gap([10.9565,13.2174,17.7826;8.7143,15.4286,25.1429;20.5385,23]).wav",8951.769,65,"trial",0,0,3,3,1,65,1,0,1,0,-286.5607
"cS5_b1_b2_b3_b4_b5_b6","Trial:6 Rep2_2_nScene2_freqdistance6_freq(1796,3540)_AM(23,7)_gap([18.913,25.5217;6.7143,12.8571,23.2857]).wav",8987.652,66,"trial",0,1,2,2,1,66,1,0,0,1,-480.37918
"cS5_b1_b2_b3_b4_b5_b6","Trial:7 Rep4_3_nScene3_freqdistance6_freq(1115,497)_AM(3,7)_gap([12.6667,16;18,24.4286,26.8571;7.3077,21.6154]).wav",9022.901,67,"trial",0,0,2,2,1,67,1,0,1,0,187.40878
"cS5_b1_b2_b3_b4_b5_b6","Trial:8 Rep1_1_nScene1_freqdistance0_freq(1425)_AM(23)_gap([10.7391,25.7391]).wav",9058.585,68,"trial",0,0,2,2,1,68,1,1,0,0,-1128.567
"cS5_b1_b2_b3_b4_b5_b6","Trial:9 Rep2_1_nScene1_freqdistance0_freq(1796)_AM(23)_gap([8.0435,22.6087,26]).wav",9094.318,69,"trial",0,0,3,3,1,69,1,1,0,0,981.85199
"cS5_b1_b2_b3_b4_b5_b6","Trial:10 Rep3_3_nScene3_freqdistance6_freq(1600,3154)_AM(23,3)_gap([6.4783,9.7826,17.1739;12,15;21.1429,23.4286,27]).wav",9130.819,70,"trial",0,1,3,3,1,70,1,0,1,0,-610.48145
"cS5_b1_b2_b3_b4_b5_b6","Trial:11 Rep4_2_nScene2_freqdistance6_freq(1115,497)_AM(3,7)_gap([12.3333,14.6667,17;9.8571,19.7143]).wav",9166.006,71,"trial",0,0,3,3,1,71,1,0,0,1,NaN
"cS5_b1_b2_b3_b4_b5_b6","Trial:12 Rep3_1_nScene1_freqdistance0_freq(1600)_AM(23)_gap([14.0435,16.4783]).wav",9201.319,72,"trial",0,0,2,2,1,72,1,1,0,0,472.5025
"cS7_b1_b2_b3_b4_b5_b6","Trial:1 Rep4_3_nScene3_freqdistance6_freq(1600,3154)_AM(13,23)_gap([14.1538,16.3077,18.6923;10.6087,25.6087;6.5714,8.5714,21.8571]).wav",10500.382,1,"trial",1,3,1,3,0.33333,1,1,0,1,0,348.69135
"cS7_b1_b2_b3_b4_b5_b6","Trial:2 Rep4_1_nScene1_freqdistance0_freq(1600)_AM(13)_gap([13.6923,21.6923,25.6154]).wav",10535.816,2,"trial",0,0,3,3,1,2,1,1,0,0,-320.25095
"cS7_b1_b2_b3_b4_b5_b6","Trial:3 Rep1_1_nScene1_freqdistance0_freq(2016)_AM(13)_gap([6.5385,14.1538,22.6154]).wav",10571.022,3,"trial",0,0,3,3,1,3,1,1,0,0,-567.37024
"cS7_b1_b2_b3_b4_b5_b6","Trial:4 Rep1_3_nScene3_freqdistance6_freq(2016,993)_AM(13,23)_gap([6.4615,14.2308,22.1538;9.0435,11.3043;17,24.4286,26.5714]).wav",10606.239,4,"trial",1,4,1,3,0.33333,4,1,0,1,0,259.94077
"cS7_b1_b2_b3_b4_b5_b6","Trial:5 Rep2_1_nScene1_freqdistance0_freq(1115)_AM(3)_gap([16,19.3333,26]).wav",10641.389,5,"trial",0,0,3,3,1,5,1,1,0,0,-149.2402
"cS7_b1_b2_b3_b4_b5_b6","Trial:6 Rep2_3_nScene3_freqdistance6_freq(1115,2263)_AM(3,13)_gap([11.6667,24.6667;14.4615,17.5385,22.4615;9.2857,19.7143]).wav",10676.743,6,"trial",0,1,2,2,1,6,1,0,1,0,138.0022
"cS7_b1_b2_b3_b4_b5_b6","Trial:7 Rep2_2_nScene2_freqdistance6_freq(1115,2263)_AM(3,13)_gap([19.3333,24;8.4615,12.3846,17.3077]).wav",10711.928,7,"trial",0,1,2,2,1,7,1,0,0,1,NaN
"cS7_b1_b2_b3_b4_b5_b6","Trial:8 Rep4_2_nScene2_freqdistance6_freq(1600,766)_AM(13,23)_gap([20.6154,26.8462;11.0435,16.2174]).wav",10747.19,8,"trial",1,0,1,2,0.5,8,1,0,0,1,-573.36542
"cS7_b1_b2_b3_b4_b5_b6","Trial:9 Rep3_3_nScene3_freqdistance6_freq(2016,3917)_AM(7,3)_gap([10.7143,13.5714,25.5714;8.3333,19;6.2609,22]).wav",10782.791,9,"trial",1,1,1,3,0.33333,9,1,0,1,0,474.90421
"cS7_b1_b2_b3_b4_b5_b6","Trial:10 Rep3_2_nScene2_freqdistance6_freq(2016,993)_AM(7,3)_gap([13,20,24.5714;6.6667,9,15.3333]).wav",10818.033,10,"trial",0,0,3,3,1,10,1,0,0,1,-249.88702
"cS7_b1_b2_b3_b4_b5_b6","Trial:11 Rep1_2_nScene2_freqdistance6_freq(2016,993)_AM(13,23)_gap([6.6154,13.1538,17.3077;10.9565,19.3913,24.5217]).wav",10854.135,11,"trial",0,0,3,3,1,11,1,0,0,1,-568.31805
"cS7_b1_b2_b3_b4_b5_b6","Trial:12 Rep3_1_nScene1_freqdistance0_freq(2016)_AM(7)_gap([10.8571,16.4286,25.5714]).wav",10889.291,12,"trial",0,0,3,3,1,12,1,1,0,0,-911.97229
"cS7_b1_b2_b3_b4_b5_b6","Trial:1 Rep2_2_nScene2_freqdistance6_freq(1600,3154)_AM(7,13)_gap([16.5714,19;8.1538,14.3077]).wav",10930.064,13,"trial",0,0,2,2,1,13,1,0,0,1,-325.12607
"cS7_b1_b2_b3_b4_b5_b6","Trial:2 Rep3_3_nScene3_freqdistance6_freq(1425,663)_AM(13,7)_gap([6.1538,13.9231,24.8462;16.1429,20;11.3333,22.3333]).wav",10965.597,14,"trial",0,0,3,3,1,14,1,0,1,0,-557.51654
"cS7_b1_b2_b3_b4_b5_b6","Trial:3 Rep4_2_nScene2_freqdistance6_freq(1270,2540)_AM(23,13)_gap([11.2609,15.6087;7.2308,21.6923]).wav",11000.969,15,"trial",0,0,2,2,1,15,1,0,0,1,-657.91455
"cS7_b1_b2_b3_b4_b5_b6","Trial:4 Rep1_2_nScene2_freqdistance6_freq(1600,766)_AM(7,3)_gap([20.1429,22.5714;11.6667,17.6667]).wav",11036.551,16,"trial",0,0,2,2,1,16,1,0,0,1,97.810036
"cS7_b1_b2_b3_b4_b5_b6","Trial:5 Rep4_3_nScene3_freqdistance6_freq(1270,582)_AM(23,13)_gap([12.1304,16.913,18.9565;9.1538,21,25.7692;6.3333,23.3333]).wav",11072.915,17,"trial",0,0,3,3,1,17,1,0,1,0,-248.77611
"cS7_b1_b2_b3_b4_b5_b6","Trial:6 Rep2_3_nScene3_freqdistance6_freq(1600,3154)_AM(7,13)_gap([20,24.1429,26.8571;8.7692,17.4615;11.6667,14.3333]).wav",11108.782,18,"trial",1,0,0,3,0,18,1,0,1,0,-699.53644
"cS7_b1_b2_b3_b4_b5_b6","Trial:7 Rep1_3_nScene3_freqdistance6_freq(1600,766)_AM(7,3)_gap([7.5714,22.1429;12,19.6667;14.1739,26.7391]).wav",11144.436,19,"trial",1,1,1,2,0.5,19,1,0,1,0,-417.17145
"cS7_b1_b2_b3_b4_b5_b6","Trial:8 Rep2_1_nScene1_freqdistance0_freq(1600)_AM(7)_gap([16.4286,23.4286]).wav",11179.832,20,"trial",0,0,2,2,1,20,1,1,0,0,-755.45044
"cS7_b1_b2_b3_b4_b5_b6","Trial:9 Rep1_1_nScene1_freqdistance0_freq(1600)_AM(7)_gap([6,15.2857,25.7143]).wav",11215.221,21,"trial",0,1,3,3,1,21,1,1,0,0,-441.72568
"cS7_b1_b2_b3_b4_b5_b6","Trial:10 Rep3_1_nScene1_freqdistance0_freq(1425)_AM(13)_gap([8,21.8462,24.0769]).wav",11250.35,22,"trial",0,0,3,3,1,22,1,1,0,0,117.26363
"cS7_b1_b2_b3_b4_b5_b6","Trial:11 Rep4_1_nScene1_freqdistance0_freq(1270)_AM(23)_gap([11.5652,19.3043]).wav",11285.771,23,"trial",0,0,2,2,1,23,1,1,0,0,-1489.6865
"cS7_b1_b2_b3_b4_b5_b6","Trial:12 Rep3_2_nScene2_freqdistance6_freq(1425,2851)_AM(13,7)_gap([8.3077,17.3846,20.7692;10.7143,14.1429,25.2857]).wav",11321.051,24,"trial",1,0,2,3,0.66667,24,1,0,0,1,-89.978058
"cS7_b1_b2_b3_b4_b5_b6","Trial:1 Rep2_3_nScene3_freqdistance6_freq(1796,872)_AM(13,3)_gap([9.3846,17.6923,20.3077;6.6667,11.6667,24;15.2857,26.4286]).wav",11364.312,25,"trial",1,1,2,3,0.66667,25,1,0,1,0,-257.66245
"cS7_b1_b2_b3_b4_b5_b6","Trial:2 Rep2_1_nScene1_freqdistance0_freq(1796)_AM(13)_gap([6.3077,17.3077]).wav",11399.542,26,"trial",1,1,1,2,0.5,26,1,1,0,0,-177.73038
"cS7_b1_b2_b3_b4_b5_b6","Trial:3 Rep1_1_nScene1_freqdistance0_freq(1796)_AM(3)_gap([6.6667,15.6667]).wav",11435.376,27,"trial",0,0,2,2,1,27,1,1,0,0,-713.53979
"cS7_b1_b2_b3_b4_b5_b6","Trial:4 Rep4_3_nScene3_freqdistance6_freq(1115,2263)_AM(7,13)_gap([10.7143,19.2857;17.1538,26.1538;8.3333,14.6667,23]).wav",11472.278,28,"trial",1,1,1,2,0.5,28,1,0,1,0,-99.92083
"cS7_b1_b2_b3_b4_b5_b6","Trial:5 Rep1_2_nScene2_freqdistance6_freq(1796,872)_AM(3,23)_gap([6.6667,24.3333;10.1304,19.8261,21.913]).wav",11507.561,29,"trial",0,0,2,2,1,29,1,0,0,1,-611.35547
"cS7_b1_b2_b3_b4_b5_b6","Trial:6 Rep2_2_nScene2_freqdistance6_freq(1796,872)_AM(13,3)_gap([9.1538,12.2308;14.6667,16.6667,26.3333]).wav",11542.679,30,"trial",0,0,2,2,1,30,1,0,0,1,-633.43329
"cS7_b1_b2_b3_b4_b5_b6","Trial:7 Rep4_1_nScene1_freqdistance0_freq(1115)_AM(7)_gap([9.5714,26.8571]).wav",11577.877,31,"trial",0,0,2,2,1,31,1,1,0,0,-811.21252
"cS7_b1_b2_b3_b4_b5_b6","Trial:8 Rep3_2_nScene2_freqdistance6_freq(1600,766)_AM(3,13)_gap([14.6667,18;6.5385,26.6923]).wav",11613.295,32,"trial",0,0,2,2,1,32,1,0,0,1,-496.63144
"cS7_b1_b2_b3_b4_b5_b6","Trial:9 Rep3_3_nScene3_freqdistance6_freq(1600,766)_AM(3,13)_gap([9.6667,18.6667,24;6.6154,13.3846;16.2609,21.9565,26.3913]).wav",11648.527,33,"trial",1,0,2,3,0.66667,33,1,0,1,0,-131.80148
"cS7_b1_b2_b3_b4_b5_b6","Trial:10 Rep4_2_nScene2_freqdistance6_freq(1115,2263)_AM(7,13)_gap([8.2857,26.8571;12.4615,16.2308,22.4615]).wav",11684.044,34,"trial",0,0,2,2,1,34,1,0,0,1,177.09924
